resource_id,title,URL
f72f8288-8945-4e37-9ab4-9e6611f9849b,English Prescribing Dataset (EPD) with SNOMED code - Aug 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/f72f8288-8945-4e37-9ab4-9e6611f9849b?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
0f744cfe-c905-4a7f-834c-679bdc9c1021,English Prescribing Dataset (EPD) with SNOMED code - Jul 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/0f744cfe-c905-4a7f-834c-679bdc9c1021?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
6e204297-9558-4f29-a9b0-faf40cd2479b,English Prescribing Dataset (EPD) with SNOMED code - Jun 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/6e204297-9558-4f29-a9b0-faf40cd2479b?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
1b500501-dd5b-42f7-906a-e37ffe3e2900,English Prescribing Dataset (EPD) with SNOMED code - May 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/1b500501-dd5b-42f7-906a-e37ffe3e2900?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
38f804d9-1953-40ec-b038-daf336666620,English Prescribing Dataset (EPD) with SNOMED code - Apr 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/38f804d9-1953-40ec-b038-daf336666620?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
48477a05-3ddb-42bd-bce7-d27e003360dd,English Prescribing Dataset (EPD) with SNOMED code - Mar 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/48477a05-3ddb-42bd-bce7-d27e003360dd?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
da65311d-06c0-4fac-af7b-43ee39ef2ba5,English Prescribing Dataset (EPD) with SNOMED code - Feb 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/da65311d-06c0-4fac-af7b-43ee39ef2ba5?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
e9a43f6c-0688-4396-8bdf-674427ebab06,English Prescribing Dataset (EPD) with SNOMED code - Jan 2022,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/e9a43f6c-0688-4396-8bdf-674427ebab06?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
5660d2a6-d1a9-41f6-8a4b-045c90f418c5,English Prescribing Dataset (EPD) with SNOMED code - Dec 2021,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/5660d2a6-d1a9-41f6-8a4b-045c90f418c5?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
464082e8-03f0-4b81-80bb-7784cb6de2af,English Prescribing Dataset (EPD) with SNOMED code - Nov 2021,https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code/resource/464082e8-03f0-4b81-80bb-7784cb6de2af?filters=BNF_CHAPTER_PLUS_CODE%3A04%253A%2520Central%2520Nervous%2520System%7CBNF_CHEMICAL_SUBSTANCE%3AZopiclone%7CBNF_CHEMICAL_SUBSTANCE%3AZolpidem%2520tartrate%7CBNF_CHEMICAL_SUBSTANCE%3AMelatonin
